File,Accent,VoiceNum,Stim,Text
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\CH_M_04_s56.wav,CH,04,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\CH_M_04_s58.wav,CH,04,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\CH_M_04_s8.wav,CH,04,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\CH_M_04_s9.wav,CH,04,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s1.wav,IN,01,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s11.wav,IN,01,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s14.wav,IN,01,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s15.wav,IN,01,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s16.wav,IN,01,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s18.wav,IN,01,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s2.wav,IN,01,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s21.wav,IN,01,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s22.wav,IN,01,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s27.wav,IN,01,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s28.wav,IN,01,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s3.wav,IN,01,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s31.wav,IN,01,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s35.wav,IN,01,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s37.wav,IN,01,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s39.wav,IN,01,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s40.wav,IN,01,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s41.wav,IN,01,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s44.wav,IN,01,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s46.wav,IN,01,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s48.wav,IN,01,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s5.wav,IN,01,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s50.wav,IN,01,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s51.wav,IN,01,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s52.wav,IN,01,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s55.wav,IN,01,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s56.wav,IN,01,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s58.wav,IN,01,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s8.wav,IN,01,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IN_M_01_s9.wav,IN,01,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s1.wav,IT,01,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s11.wav,IT,01,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s14.wav,IT,01,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s15.wav,IT,01,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s16.wav,IT,01,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s18.wav,IT,01,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s2.wav,IT,01,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s21.wav,IT,01,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s22.wav,IT,01,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s27.wav,IT,01,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s28.wav,IT,01,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s3.wav,IT,01,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s31.wav,IT,01,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s35.wav,IT,01,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s37.wav,IT,01,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s39.wav,IT,01,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s40.wav,IT,01,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s41.wav,IT,01,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s44.wav,IT,01,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s46.wav,IT,01,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s48.wav,IT,01,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s5.wav,IT,01,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s50.wav,IT,01,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s51.wav,IT,01,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s52.wav,IT,01,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s55.wav,IT,01,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s56.wav,IT,01,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s58.wav,IT,01,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s8.wav,IT,01,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\IT_M_01_s9.wav,IT,01,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s1.wav,JA,01,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s11.wav,JA,01,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s14.wav,JA,01,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s15.wav,JA,01,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s16.wav,JA,01,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s18.wav,JA,01,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s2.wav,JA,01,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s21.wav,JA,01,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s22.wav,JA,01,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s27.wav,JA,01,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s28.wav,JA,01,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s3.wav,JA,01,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s31.wav,JA,01,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s35.wav,JA,01,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s37.wav,JA,01,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s39.wav,JA,01,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s40.wav,JA,01,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s41.wav,JA,01,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s44.wav,JA,01,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s46.wav,JA,01,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s48.wav,JA,01,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s5.wav,JA,01,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s50.wav,JA,01,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s51.wav,JA,01,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s52.wav,JA,01,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s55.wav,JA,01,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s56.wav,JA,01,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s58.wav,JA,01,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s8.wav,JA,01,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\JA_M_01_s9.wav,JA,01,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s1.wav,KO,01,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s11.wav,KO,01,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s14.wav,KO,01,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s15.wav,KO,01,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s16.wav,KO,01,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s18.wav,KO,01,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s2.wav,KO,01,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s21.wav,KO,01,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s22.wav,KO,01,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s27.wav,KO,01,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s28.wav,KO,01,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s3.wav,KO,01,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s31.wav,KO,01,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s35.wav,KO,01,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s37.wav,KO,01,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s39.wav,KO,01,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s40.wav,KO,01,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s41.wav,KO,01,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s44.wav,KO,01,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s46.wav,KO,01,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s48.wav,KO,01,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s5.wav,KO,01,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s50.wav,KO,01,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s51.wav,KO,01,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s52.wav,KO,01,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s55.wav,KO,01,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_01_s56.wav,KO,01,56,MOM POINTED AT THE COFFEE
